inproceedings:ID,author:string[],booktitle:string,crossref:string[],editor:string[],ee:string[],key:string,number:string,pages:string,title:string,volume:int,year:int,corresponding_author,doi,keywords
347953,Olivier Tardieu|Stephen A. Edwards,SLA++P@ETAPS,conf/slap/2007,,https://doi.org/10.1016/j.entcs.2008.05.010,journals/entcs/TardieuE08,,49-64,Instantaneous Transitions in Esterel.,,2007,Olivier Tardieu,https://doi.org/10.1016/j.entcs.2008.05.010,esterel|instantaneous|transitions|data modeling
347954,Alexandre Cabral Mota|Rafael Magalhães Borges,SBMF,conf/sbmf/2005,,https://doi.org/10.1016/j.entcs.2007.03.017,journals/entcs/BorgesM07,,97-112,Integrating UML and Formal Methods.,,2005,Alexandre Cabral Mota,https://doi.org/10.1016/j.entcs.2007.03.017,methods|integrating|uml|formal
347955,Kiyoshi Yamada|Takuo Watanabe,ABMB,conf/abmb/2005,,https://doi.org/10.1016/j.entcs.2006.07.002,journals/entcs/YamadaW06,,45-56,An Aspect-Oriented Approach to Modular Behavioral Specification.,,2005,Kiyoshi Yamada,https://doi.org/10.1016/j.entcs.2006.07.002,aspectoriented|modular|approach|behavioral|specification
347956,Erik P. de Vink|Luuk Groenewegen|Suzana Andova,FOCLASA@ICALP,conf/foclasa/2008,,https://doi.org/10.1016/j.entcs.2009.06.026,journals/entcs/AndovaGV09,,3-20,Dynamic Consistency in Process Algebra: From Paradigm to ACP.,,2008,Erik P. de Vink,https://doi.org/10.1016/j.entcs.2009.06.026,acp|dynamic|process|consistency|paradigm|algebra
347957,Manuel Garnacho|Michaël Périn,SafeCert@ETAPS,conf/safecert/2008,,https://doi.org/10.1016/j.entcs.2009.09.005,journals/entcs/GarnachoP09,,41-56,Convincing Proofs for Program Certification.,,2008,Manuel Garnacho,https://doi.org/10.1016/j.entcs.2009.09.005,certification|convincing|proofs|program
347958,Christoph Grimm 0001|Thomas Stauner,WDS@FCT,conf/fct/1999wds,,https://doi.org/10.1016/S1571-0661(05)80631-0,journals/entcs/StaunerG99,,81-100,Prototyping of hybrid systems - from HyCharts to Hybrid Data-Flow Graphs.,,1999,Christoph Grimm 0001,https://doi.org/10.1016/S1571-0661(05)80631-0,hybrid|graphs|hycharts|dataflow|systems|prototyping
347960,Claus Pahl|Máire Casey,SC,conf/soco/2003,,https://doi.org/10.1016/S1571-0661(04)80741-2|https://www.wikidata.org/entity/Q113439772,journals/entcs/CaseyP03,,156-163,Web Components and the Semantic Web.,,2003,Claus Pahl,https://doi.org/10.1016/S1571-0661(04)80741-2|https://www.wikidata.org/entity/Q113439772,web|semantic|components
347961,Lankun Guo|Petko Valtchev|Qingguo Li|Robert Godin,ISDT,conf/isdt/2013,,https://doi.org/10.1016/j.entcs.2014.01.005|https://www.wikidata.org/entity/Q113317919,journals/entcs/GuoLVG14,,49-59,A Note on Finitely Derived Information Systems.,,2013,Lankun Guo,https://doi.org/10.1016/j.entcs.2014.01.005|https://www.wikidata.org/entity/Q113317919,information|finitely|derived|data management|note|systems
347963,David R. Gilbert|Jean-Marie Jacquet|Lubos Brim|Mojmír Kretínský,FOCLASA,conf/foclasa/2002,,https://doi.org/10.1016/S1571-0661(05)80377-9,journals/entcs/JacquetBGK03,,347-370,Coordination by Means of Synchronous and Asynchronous Communication in Concurrent Constraint Programming.,,2002,David R. Gilbert,https://doi.org/10.1016/S1571-0661(05)80377-9,asynchronous|synchronous|communication|concurrent|constraint|programming|coordination|means
347964,Bruno Lopes 0001|Cláudia Nalon|Edward Hermann Haeusler|Gilles Dowek,LSFA,conf/lsfa/2014,,https://doi.org/10.1016/j.entcs.2015.04.008|https://www.wikidata.org/entity/Q113317806,journals/entcs/NalonLDH15,,125-141,A Calculus for Automatic Verification of Petri Nets Based on Resolution and Dynamic Logics.,,2014,Bruno Lopes 0001,https://doi.org/10.1016/j.entcs.2015.04.008|https://www.wikidata.org/entity/Q113317806,verification|automatic|logics|petri|calculus|based|resolution|dynamic|nets
347965,Alexandre Fau|Carine Courbis|Claude Pasquier|Didier Parigot|Isabelle Attali|Pascal Degenne,LDTA@ETAPS,conf/ldta/2001,,https://doi.org/10.1016/S1571-0661(04)80929-0,journals/entcs/AttaliCDFPP01,,225-231,SmartTools: a Generator of Interactive Environment Tools.,,2001,Alexandre Fau,https://doi.org/10.1016/S1571-0661(04)80929-0,environment|interactive|smarttools|tools|generator
347966,Albert Shaqiri|Paola Giannini|Walter Cazzola,ICTCS,conf/ictcs/2015,,https://doi.org/10.1016/j.entcs.2016.03.009|https://www.wikidata.org/entity/Q57735829,journals/entcs/CazzolaGS16,,119-134,Formal Attributes Traceability in Modular Language Development Frameworks.,,2015,Albert Shaqiri,https://doi.org/10.1016/j.entcs.2016.03.009|https://www.wikidata.org/entity/Q57735829,data storage|traceability|modular|formal|attributes|development|frameworks|language
347967,Volker Bosserhoff,CCA,conf/cca/2008,,https://doi.org/10.1016/j.entcs.2008.12.003,journals/entcs/Bosserhoff08a,,17-21,On the Effective Existence of Schauder Bases: (Extended Abstract).,,2008,Volker Bosserhoff,https://doi.org/10.1016/j.entcs.2008.12.003,existence|effective|schauder|bases|abstract|extended
347968,Uwe Aßmann,SC,conf/soco/2003,,https://doi.org/10.1016/S1571-0661(04)80732-1,journals/entcs/Assmann03,,33-41,Automatic Roundtrip Engineering.,,2003,Uwe Aßmann,https://doi.org/10.1016/S1571-0661(04)80732-1,automatic|engineering|data management|roundtrip
347969,Peter Sewell,HLCL,conf/hlcl/2000,,https://doi.org/10.1016/S1571-0661(05)80870-9,journals/entcs/Sewell00,,17-18,Preface.,,2000,Peter Sewell,https://doi.org/10.1016/S1571-0661(05)80870-9,data processing|preface
347970,Joël Ouaknine|Steve A. Schneider,APC 25,conf/apc25/2005,,https://doi.org/10.1016/j.entcs.2005.12.093|https://www.wikidata.org/entity/Q60173600,journals/entcs/OuaknineS06,,273-276,Timed CSP: A Retrospective.,,2005,Joël Ouaknine,https://doi.org/10.1016/j.entcs.2005.12.093|https://www.wikidata.org/entity/Q60173600,csp|retrospective|timed
347971,Brian F. Redmond|J. Robin B. Cockett,MFPS,conf/mfps/2010,,https://doi.org/10.1016/j.entcs.2010.08.017,journals/entcs/CockettR10,,277-300,A Categorical Setting for Lower Complexity.,,2010,Brian F. Redmond,https://doi.org/10.1016/j.entcs.2010.08.017,categorical|setting|lower|complexity
347972,Alan Jeffrey,HOOTS,conf/hoots/1997,,https://doi.org/10.1016/S1571-0661(05)80688-7,journals/entcs/Jeffrey97,,51,Premonoidal categories and flow graphs.,,1997,Alan Jeffrey,https://doi.org/10.1016/S1571-0661(05)80688-7,graphs|categories|premonoidal|flow
347973,Osman Hasan|Sofiène Tahar,FMWS@CONCUR,conf/fmws/2008,,https://doi.org/10.1016/j.entcs.2009.06.022,journals/entcs/HasanT09,,43-58,Probabilistic Analysis of Wireless Systems Using Theorem Proving.,,2008,Osman Hasan,https://doi.org/10.1016/j.entcs.2009.06.022,systems|theorem|analysis|probabilistic|proving|wireless|using
347974,Aleksandar S. Dimovski|Ranko Lazic 0001,AVoCS,conf/avocs/2004,,https://doi.org/10.1016/j.entcs.2005.04.007,journals/entcs/DimovskiL05,,105-125,Software Model Checking Based on Game Semantics and CSP.,,2004,Aleksandar S. Dimovski,https://doi.org/10.1016/j.entcs.2005.04.007,model|software|csp|indexing|based|semantics|checking|game
347975,Roger G. Stone,WWV,conf/wwv/2005e,,https://doi.org/10.1016/j.entcs.2005.12.055,journals/entcs/Stone06,,193-205,Validating Scripted Web-Pages.,,2005,Roger G. Stone,https://doi.org/10.1016/j.entcs.2005.12.055,webpages|scripted|validating
347976,Jeremy W. Bryans|Maciej Koutny|Peter Y. A. Ryan,WISP@ICATPN,conf/apn/2004wisp,,https://doi.org/10.1016/j.entcs.2004.10.010,journals/entcs/BryansKR05,,101-115,Modelling Opacity Using Petri Nets.,,2004,Jeremy W. Bryans,https://doi.org/10.1016/j.entcs.2004.10.010,modelling|petri|nets|opacity|using
347977,Catalin Dima|Ferucio Laurentiu Tiplea|Marius Minea,ICS@SYNASC,conf/ics2/2006,,https://doi.org/10.1016/j.entcs.2007.05.035,journals/entcs/DimaMT07,,1-2,Preface.,,2006,Catalin Dima,https://doi.org/10.1016/j.entcs.2007.05.035,preface
347978,David B. Bracewell|Fuji Ren|Jiajun Yan|Shingo Kuroiwa,MFCSIT,conf/mfcsit/2006,,https://doi.org/10.1016/j.entcs.2008.12.092,journals/entcs/YanBRK09,,457-468,Integration of Multiple Classifiers for Chinese Semantic Dependency Analysis.,,2006,David B. Bracewell,https://doi.org/10.1016/j.entcs.2008.12.092,integration|chinese|analysis|multiple|semantic|dependency|classifiers
347979,Thierry Vallée,Workshop on Domains,conf/domains/2002,,https://doi.org/10.1016/j.entcs.2004.08.010,journals/entcs/Vallee04,,217-245,Map Theory: From Well-Foundation to Antifoundation.,,2002,Thierry Vallée,https://doi.org/10.1016/j.entcs.2004.08.010,theory|map|wellfoundation|antifoundation
347980,Michele Lanza|Romain Robbes,EVOL (Selected Papers),conf/evol/2006s,,https://doi.org/10.1016/j.entcs.2006.06.015,journals/entcs/RobbesL07,,93-109,A Change-based Approach to Software Evolution.,,2006,Michele Lanza,https://doi.org/10.1016/j.entcs.2006.06.015,evolution|software|approach|big data|changebased
347981,Gerald Penn,FGMOL,conf/fgmol/2001,,https://doi.org/10.1016/S1571-0661(05)82589-7,journals/entcs/Penn01,,274-295,A Graph-Theoretic Approach to Sequent Derivability in the Lambek Calculus.,,2001,Gerald Penn,https://doi.org/10.1016/S1571-0661(05)82589-7,graphtheoretic|derivability|approach|calculus|sequent|lambek
347982,Elvira Albert|Samir Genaim,BYTECODE@ETAPS,conf/bytecode/2009,,https://doi.org/10.1016/j.entcs.2009.11.010,journals/entcs/AlbertG09,,1-2,Preface.,,2009,Elvira Albert,https://doi.org/10.1016/j.entcs.2009.11.010,preface
347983,Franklin Ramalho|Jacques Robin|Ulrich Schiel,WMF,conf/sbmf/2003,,https://doi.org/10.1016/j.entcs.2004.04.007,journals/entcs/RamalhoRS04,,83-109,Concurrent Transaction Frame Logic Formal Semantics for UML Activity and Class Diagrams.,,2003,Franklin Ramalho,https://doi.org/10.1016/j.entcs.2004.04.007,activity|class|formal|concurrent|logic|semantics|uml|frame|transaction|diagrams
347984,David Sabel|Jan Schwinghammer|Joachim Niehren|Manfred Schmidt-Schauß,MFPS,conf/mfps/2007,,https://doi.org/10.1016/j.entcs.2007.02.041,journals/entcs/NiehrenSSS07,,313-337,Observational Semantics for a Concurrent Lambda Calculus with Reference Cells and Futures.,,2007,David Sabel,https://doi.org/10.1016/j.entcs.2007.02.041,data storage|lambda|calculus|concurrent|observational|futures|semantics|reference|cells
347985,Ingo Battenfeld,ISDT,conf/isdt/2013,,https://doi.org/10.1016/j.entcs.2014.01.003|https://www.wikidata.org/entity/Q113317921,journals/entcs/Battenfeld14,,21-37,Observationally-induced Algebras in Domain Theory.,,2013,Ingo Battenfeld,https://doi.org/10.1016/j.entcs.2014.01.003|https://www.wikidata.org/entity/Q113317921,observationallyinduced|indexing|domain|theory|algebras
347986,Damiano Zanardini|Elvira Albert|Germán Puebla|Puri Arenas|Samir Genaim,Bytecode@ETAPS,conf/bytecode/2007,,https://doi.org/10.1016/j.entcs.2007.02.061,journals/entcs/AlbertAGPZ07,,67-83,Experiments in Cost Analysis of Java Bytecode.,,2007,Damiano Zanardini,https://doi.org/10.1016/j.entcs.2007.02.061,experiments|cost|analysis|bytecode|java
347987,Sotiris Moschoyiannis,FESCA@ETAPS,conf/fesca/2004,,https://doi.org/10.1016/j.entcs.2004.01.014,journals/entcs/Moschoyiannis04,,83-98,Generating Snapshots of a Component Setting.,,2004,Sotiris Moschoyiannis,https://doi.org/10.1016/j.entcs.2004.01.014,setting|generating|snapshots|component|data querying
347988,Andreas Meier 0002|Erica Melis|Martin Pollet,UITP@TPHOLs,conf/uitp/2003,,https://doi.org/10.1016/j.entcs.2004.07.001,journals/entcs/MeierMP04,,105-120,Adaptable Mixed-Initiative Proof Planning for Educational Interaction.,,2003,Andreas Meier 0002,https://doi.org/10.1016/j.entcs.2004.07.001,mixedinitiative|educational|adaptable|proof|interaction|data modeling|planning
347989,Flavio Corradini|Jos C. M. Baeten,EXPRESS,conf/express/2004,,https://doi.org/10.1016/j.entcs.2004.11.025,journals/entcs/BaetenC05,,1-3,Preface.,,2004,Flavio Corradini,https://doi.org/10.1016/j.entcs.2004.11.025,big data|preface
347990,Markus L. Noga|Welf Löwe,SC@ETAPS,conf/soco/2002,,https://doi.org/10.1016/S1571-0661(04)80442-0|https://www.wikidata.org/entity/Q113439775,journals/entcs/LoweN02,,106-116,Metaprogramming Applied to Web Component Deployment.,,2002,Markus L. Noga,https://doi.org/10.1016/S1571-0661(04)80442-0|https://www.wikidata.org/entity/Q113439775,web|metaprogramming|deployment|applied|component
347991,Dániel Varró|Gergely Varró|Katalin Friedl,GraBaTs,conf/grabats/2004,,https://doi.org/10.1016/j.entcs.2004.12.034|https://www.wikidata.org/entity/Q57090156,journals/entcs/VarroFV05,,167-180,Graph Transformation in Relational Databases.,,2004,Dániel Varró,https://doi.org/10.1016/j.entcs.2004.12.034|https://www.wikidata.org/entity/Q57090156,graph|transformation|relational|databases
347992,Jesse McGeachie|Jürgen Dingel,Bytecode@ETAPS,conf/bytecode/2007,,https://doi.org/10.1016/j.entcs.2007.02.057|https://www.wikidata.org/entity/Q110511829,journals/entcs/McGeachieD07,,3-18,"Translate One, Analyze Many: Leveraging the Microsoft Intermediate Language and Source Code Transformation for Model Checking.",,2007,Jesse McGeachie,https://doi.org/10.1016/j.entcs.2007.02.057|https://www.wikidata.org/entity/Q110511829,analyze|data processing|translate|transformation|leveraging|source|model|many|intermediate|microsoft|checking|one|language|code
347993,Filippo Bonchi|Ugo Montanari,LIX,conf/lix/2006,,https://doi.org/10.1016/j.entcs.2009.02.012,journals/entcs/BonchiaM08,,201-215,A Coalgebraic Theory of Reactive Systems.,,2006,Filippo Bonchi,https://doi.org/10.1016/j.entcs.2009.02.012,coalgebraic|theory|big data|systems|reactive
347994,André Rauber Du Bois|Eduardo Kessler Piveta|Juliana Kaizer Vizzotto|Samuel da Silva Feitosa,WEIT,conf/weit/2015,,https://doi.org/10.1016/j.entcs.2016.09.007|https://www.wikidata.org/entity/Q113317666,journals/entcs/FeitosaVPB16,,67-77,FJQuantum - A Quantum Object Oriented Language.,,2015,André Rauber Du Bois,https://doi.org/10.1016/j.entcs.2016.09.007|https://www.wikidata.org/entity/Q113317666,fjquantum|quantum|oriented|data modeling|object|language
347995,Andrew P. Tolmach|Sergio Antoy,WFLP,conf/wflp/2003,,https://doi.org/10.1016/S1571-0661(04)80691-1,journals/entcs/TolmachA03,,16-34,A monadic semantics for core Curry.,,2003,Andrew P. Tolmach,https://doi.org/10.1016/S1571-0661(04)80691-1,core|semantics|monadic|curry
347996,Christoph Lüth|Federico De Marchi|Neil Ghani,CMCS,conf/cmcs/2002,,https://doi.org/10.1016/S1571-0661(04)80360-8,journals/entcs/GhaniLM02,,71-91,Coalgebraic Monads.,,2002,Christoph Lüth,https://doi.org/10.1016/S1571-0661(04)80360-8,coalgebraic|monads
347997,Cosimo Laneve|Samuele Carpineti,APC 25,conf/apc25/2005,,https://doi.org/10.1016/j.entcs.2006.01.029,journals/entcs/CarpinetiL06,,147-152,A Rude Contract Language for Web Services.,,2005,Cosimo Laneve,https://doi.org/10.1016/j.entcs.2006.01.029,language|services|web|contract|rude
347998,Joseph Vanderwaart|Kim B. Bruce,MFPS,conf/mfps/1999,,https://doi.org/10.1016/S1571-0661(04)80066-5,journals/entcs/BruceV99,,50-75,Semantics-Driven Language Design: Statically Type-safe Virtual Types in Object-oriented Languages.,,1999,Joseph Vanderwaart,https://doi.org/10.1016/S1571-0661(04)80066-5,types|languages|design|semanticsdriven|objectoriented|typesafe|virtual|language|statically
347999,Nobuko Yoshida|Vasco Thudichum Vasconcelos,SecReT@ICALP,conf/icalp/2006secret,,https://doi.org/10.1016/j.entcs.2007.02.056,journals/entcs/YoshidaV07,,73-93,Language Primitives and Type Discipline for Structured Communication-Based Programming Revisited: Two Systems for Higher-Order Session Communication.,,2006,Nobuko Yoshida,https://doi.org/10.1016/j.entcs.2007.02.056,structured|communicationbased|systems|type|discipline|higherorder|communication|programming|primitives|session|language|two|revisited
348000,Christos Doulkeridis|Michalis Vazirgiannis|Nikos Loutas,CWS@CONTEXT,conf/context/2005cws,,https://doi.org/10.1016/j.entcs.2005.11.010,journals/entcs/DoulkeridisLV06,,101-116,A System Architecture for Context-Aware Service Discovery.,,2005,Christos Doulkeridis,https://doi.org/10.1016/j.entcs.2005.11.010,service|contextaware|architecture|discovery|system
348001,W. Marco Schorlemmer,WRLA,conf/wrla/1998,,https://doi.org/10.1016/S1571-0661(05)80013-1,journals/entcs/Schorlemmer98,,196-217,Rewriting logic as a logic of special relations.,,1998,W. Marco Schorlemmer,https://doi.org/10.1016/S1571-0661(05)80013-1,data processing|special|rewriting|relations|logic
348002,Giorgio Delzanno,VEPAS,conf/icalp/2001vepas,,https://doi.org/10.1016/S1571-0661(04)00189-6,journals/entcs/Delzanno01,,371-385,An Assertional Language for the Verification of Systems Parametric in Several Dimensions.,,2001,Giorgio Delzanno,https://doi.org/10.1016/S1571-0661(04)00189-6,verification|dimensions|assertional|parametric|language|systems|several
348003,Maurice Margenstern,MFCSIT,conf/mfcsit/2006,,https://doi.org/10.1016/j.entcs.2008.12.075,journals/entcs/Margenstern09,,201-220,Surprising Areas in the Quest for Small Universal Devices.,,2006,Maurice Margenstern,https://doi.org/10.1016/j.entcs.2008.12.075,universal|data processing|devices|areas|surprising|small|quest
348004,Michael W. Mislove,MFPS,conf/mfps/1999,,https://doi.org/10.1016/S1571-0661(04)80085-9,journals/entcs/Mislove99,,399-412,"Local Dcpos, Local Cpos and Local Completions.",,1999,Michael W. Mislove,https://doi.org/10.1016/S1571-0661(04)80085-9,dcpos|local|completions|cpos
348005,Luca de Alfaro,GDV@CAV,conf/cav/2004gdv,,https://doi.org/10.1016/j.entcs.2004.07.004,journals/entcs/Alfaro05,,1-2,Preface.,,2004,Luca de Alfaro,https://doi.org/10.1016/j.entcs.2004.07.004,preface
348006,Illés Horváth|János Papp|Miklós Telek,UKPEW,conf/ukpew/2014,,https://doi.org/10.1016/j.entcs.2015.10.024|https://www.wikidata.org/entity/Q113317746,journals/entcs/HorvathPT15,,143-158,On the Canonical Representation of Order 3 Discrete Phase Type Distributions.,,2014,Illés Horváth,https://doi.org/10.1016/j.entcs.2015.10.024|https://www.wikidata.org/entity/Q113317746,representation|distributions|type|3|phase|canonical|discrete|data modeling|order
348007,Amir Pnueli|Benjamin Goldberg|Lenore D. Zuck|Yi Fang 0001|Ying Hu 0003,RV@FLoC,conf/rv/2002,,https://doi.org/10.1016/S1571-0661(04)80584-X,journals/entcs/ZuckPFGH02,,179-200,Translation and Run-Time Validation of Optimized Code.,,2002,Amir Pnueli,https://doi.org/10.1016/S1571-0661(04)80584-X,validation|translation|optimized|runtime|code
348008,Mario R. F. Benevides|Paulo A. S. Veloso|Sheila R. M. Veloso,LSFA,conf/lsfa/2014,,https://doi.org/10.1016/j.entcs.2015.04.014|https://www.wikidata.org/entity/Q113317800,journals/entcs/VelosoVB15,,231-252,On Graph Calculi for Multi-modal Logics.,,2014,Mario R. F. Benevides,https://doi.org/10.1016/j.entcs.2015.04.014|https://www.wikidata.org/entity/Q113317800,graph|logics|multimodal|calculi
348009,Di Wang 0017|Jan Hoffmann 0002|Thomas W. Reps,MFPS,conf/mfps/2019,,https://doi.org/10.1016/j.entcs.2019.09.016|https://www.wikidata.org/entity/Q113317347,journals/entcs/WangHR19,,303-324,A Denotational Semantics for Low-Level Probabilistic Programs with Nondeterminism.,,2019,Di Wang 0017,https://doi.org/10.1016/j.entcs.2019.09.016|https://www.wikidata.org/entity/Q113317347,lowlevel|nondeterminism|probabilistic|semantics|denotational|data querying|programs
348010,Alexey Skidanov|Greta Yorsh|Shmuel Sagiv|Thomas W. Reps,AIOOL@VMCAI,conf/vmcai/2005aiool,,https://doi.org/10.1016/j.entcs.2005.01.028,journals/entcs/YorshSRS05,,125-138,Automatic Assume/Guarantee Reasoning for Heap-Manipulating Programs: Ongoing Work.,,2005,Alexey Skidanov,https://doi.org/10.1016/j.entcs.2005.01.028,automatic|work|heapmanipulating|ongoing|assumeguarantee|reasoning|programs
348011,Mark Ryan 0001|Steve Kremer,SecCo,conf/secco/2004,,https://doi.org/10.1016/j.entcs.2004.11.043,journals/entcs/KremerR05,,87-104,Analysing the Vulnerability of Protocols to Produce Known-pair and Chosen-text Attacks.,,2004,Mark Ryan 0001,https://doi.org/10.1016/j.entcs.2004.11.043,protocols|chosentext|attacks|knownpair|analysing|produce|vulnerability
348012,Makoto Kanazawa,WoLLIC,conf/wollic/2006,,https://doi.org/10.1016/j.entcs.2006.05.037,journals/entcs/Kanazawa06,,65-80,Abstract Families of Abstract Categorial Languages.,,2006,Makoto Kanazawa,https://doi.org/10.1016/j.entcs.2006.05.037,categorial|families|languages|abstract
348014,Bart Jacobs 0001|Jan J. M. M. Rutten,CMCS,conf/cmcs/1999,,https://doi.org/10.1016/S1571-0661(05)80264-6,journals/entcs/JacobsR99,,1,Preface.,,1999,Bart Jacobs 0001,https://doi.org/10.1016/S1571-0661(05)80264-6,preface
348015,Andrea Baruzzo|Demis Ballis|Marco Comini,RULE@RDP,conf/rule/2007,,https://doi.org/10.1016/j.entcs.2008.10.034,journals/entcs/BallisBC08,,51-66,A Rule-based Method to Match Software Patterns Against UML Models.,,2007,Andrea Baruzzo,https://doi.org/10.1016/j.entcs.2008.10.034,data processing|method|software|patterns|rulebased|match|uml|models
348016,Andre Scedrov|Michael Backes 0001,SecCO@CONCUR,conf/secco/2005,,https://doi.org/10.1016/j.entcs.2005.05.043,journals/entcs/BackesS07,,1-2,Preface.,,2005,Andre Scedrov,https://doi.org/10.1016/j.entcs.2005.05.043,preface
348017,Isabella Mastroeni,NSAD@SAS,conf/nsad/2016,,https://doi.org/10.1016/j.entcs.2017.02.001|https://www.wikidata.org/entity/Q113317606,journals/entcs/Mastroeni17,,1-2,Preface.,,2016,Isabella Mastroeni,https://doi.org/10.1016/j.entcs.2017.02.001|https://www.wikidata.org/entity/Q113317606,data querying|preface
348018,Victor L. Selivanov,CCA,conf/cca/2008,,https://doi.org/10.1016/j.entcs.2008.12.022,journals/entcs/Selivanov08a,,257-269,On the Difference Hierarchy in Countably Based T,,2008,Victor L. Selivanov,https://doi.org/10.1016/j.entcs.2008.12.022,countably|based|hierarchy|difference
348019,Gabriel Juhás|Jörg Desel|Robert Lorenz 0001,UNIGRA,conf/unigra/2001,,https://doi.org/10.1016/S1571-0661(04)80950-2,journals/entcs/DeselJL01,,163-187,Unifying Petri Nets with Restricted Occurrence Rule Using Partial Algebra.,,2001,Gabriel Juhás,https://doi.org/10.1016/S1571-0661(04)80950-2,restricted|occurrence|petri|partial|rule|nets|using|unifying|algebra
348020,Björn Lisper|Jonas Holmerin,Haskell,conf/haskell/2000,,https://doi.org/10.1016/S1571-0661(05)80541-9,journals/entcs/HolmerinL00,,4,Data Field Haskell.,,2000,Björn Lisper,https://doi.org/10.1016/S1571-0661(05)80541-9,haskell|data|indexing|field
348021,David Parker 0001|Gethin Norman|Marta Z. Kwiatkowska,QAPL,conf/qapl/2005,,https://doi.org/10.1016/j.entcs.2005.10.030,journals/entcs/KwiatkowskaNP06,,5-31,Quantitative Analysis With the Probabilistic Model Checker PRISM.,,2005,David Parker 0001,https://doi.org/10.1016/j.entcs.2005.10.030,checker|quantitative|model|prism|analysis|probabilistic|big data
348022,André Luis Silva|Leila Silva|Manoel Messias Menezes,WMF,conf/sbmf/2003,,https://doi.org/10.1016/j.entcs.2004.04.006,journals/entcs/SilvaMS04,,63-82,Using CafeOBJ to Implement a Reduction Strategy in the Context of Hardware/Software Partitioning.,,2003,André Luis Silva,https://doi.org/10.1016/j.entcs.2004.04.006,cafeobj|hardwaresoftware|partitioning|reduction|implement|using|context|strategy
348023,Alberto Momigliano|Brigitte Pientka,LFMTP@FLoC,conf/lfmtp/2006,,https://doi.org/10.1016/j.entcs.2007.01.015,journals/entcs/MomiglianoP07,,1-2,Preface.,,2006,Alberto Momigliano,https://doi.org/10.1016/j.entcs.2007.01.015,preface|data storage
348024,Arvind|Jan-Willem Maessen,TV@FLoC,conf/floc/2006tv,,https://doi.org/10.1016/j.entcs.2007.04.009,journals/entcs/MaessenA07,,117-137,Store Atomicity for Transactional Memory.,,2006,Arvind,https://doi.org/10.1016/j.entcs.2007.04.009,atomicity|transactional|store|memory
348025,Evelina Lamma|Marco Alberti 0001|Marco Gavanelli|Paola Mello|Paolo Torroni,LCMAS,conf/lcmas/2003,,https://doi.org/10.1016/S1571-0661(05)82605-2|https://www.wikidata.org/entity/Q57977983,journals/entcs/AlbertiGLMT04,,94-116,Specification and Verification of Agent Interaction using Social Integrity Constraints.,,2003,Evelina Lamma,https://doi.org/10.1016/S1571-0661(05)82605-2|https://www.wikidata.org/entity/Q57977983,verification|social|integrity|interaction|constraints|agent|using|specification
348026,Elena Zucca|Sonia Fagorzi,DCM@ICALP,conf/dcm/2005,,https://doi.org/10.1016/j.entcs.2005.09.020,journals/entcs/FagorziZ06,,49-59,A Calculus for Reconfiguration: (Extended abstract).,,2005,Elena Zucca,https://doi.org/10.1016/j.entcs.2005.09.020,abstract|indexing|calculus|extended|reconfiguration
348027,Achim Jung|Liang-Ting Chen 0001,MFPS,conf/mfps/2014,,https://doi.org/10.1016/j.entcs.2014.10.007|https://www.wikidata.org/entity/Q113317848,journals/entcs/ChenJ14,,109-128,On a Categorical Framework for Coalgebraic Modal Logic.,,2014,Achim Jung,https://doi.org/10.1016/j.entcs.2014.10.007|https://www.wikidata.org/entity/Q113317848,coalgebraic|categorical|logic|modal|data modeling|framework
348028,Alexander Krupp|Mirko Conrad,MBT,conf/mbt/2006,,https://doi.org/10.1016/j.entcs.2006.09.002|https://www.wikidata.org/entity/Q57075397,journals/entcs/ConradK06,,3-11,An Extension of the Classification-Tree Method for Embedded Systems for the Description of Events.,,2006,Alexander Krupp,https://doi.org/10.1016/j.entcs.2006.09.002|https://www.wikidata.org/entity/Q57075397,method|classificationtree|embedded|events|description|systems|extension
348029,Alicia Villanueva|Salvador Lucas|Sonia Flores,WWV,conf/wwv/2007,,https://doi.org/10.1016/j.entcs.2008.04.095,journals/entcs/FloresLV08,,103-118,Formal Verification of Websites.,,2007,Alicia Villanueva,https://doi.org/10.1016/j.entcs.2008.04.095,verification|websites|data querying|formal
348030,Dirk Leinenbach|Elena Petrova,SSV,conf/ssv/2008,,https://doi.org/10.1016/j.entcs.2008.06.040,journals/entcs/LeinenbachP08,,23-40,Pervasive Compiler Verification - From Verified Programs to Verified Systems.,,2008,Dirk Leinenbach,https://doi.org/10.1016/j.entcs.2008.06.040,verification|pervasive|compiler|verified|systems|programs
348031,Corina Cîrstea,CMCS,conf/cmcs/2003,,https://doi.org/10.1016/S1571-0661(04)80635-2,journals/entcs/Cirstea03,,110-127,On Expressivity and Compositionality in Logics for Coalgebras.,,2003,Corina Cîrstea,https://doi.org/10.1016/S1571-0661(04)80635-2,coalgebras|expressivity|logics|compositionality
348032,Jens Brandt 0001|Klaus Schneider 0001|Tobias Schüle,SLAP@ETAPS,conf/slap/2004,,https://doi.org/10.1016/j.entcs.2006.02.028,journals/entcs/SchneiderBS06,,71-97,A Verified Compiler for Synchronous Programs with Local Declarations.,,2004,Jens Brandt 0001,https://doi.org/10.1016/j.entcs.2006.02.028,local|compiler|data storage|verified|synchronous|programs|declarations
